level,difficulty,prompt,answer,options
intermediate,hard,Qual movimento medieval buscava articular fé e razão por meio de método acadêmico rigoroso?,escolasticismo,pietismo|avivalismo|escolasticismo
intermediate,hard,Qual evento de 1517 é tradicionalmente associado ao início simbólico da Reforma Protestante?,a publicação das 95 teses de Lutero,a queda de Constantinopla|a assinatura do Édito de Milão|a publicação das 95 teses de Lutero
intermediate,hard,Qual prática da igreja medieval foi diretamente criticada nas 95 teses de Lutero?,a venda de indulgências,a tradução da Bíblia para o latim|a pregação expositiva|a venda de indulgências
intermediate,hard,Qual papa estava no poder quando Lutero publicou as 95 teses?,Leão X,Leão X|Gregório Magno|Inocêncio I
intermediate,hard,Qual cidade é fortemente associada ao ministério reformador de João Calvino?,Genebra,Canterbury|Genebra|Roma
intermediate,hard,Qual obra sistemática é associada a João Calvino?,Institutas da Religião Cristã,Mero Cristianismo|Institutas da Religião Cristã|Confissões
intermediate,hard,Qual reformador é associado de modo marcante à cidade de Zurique?,Ulrich Zuínglio,John Knox|Ulrich Zuínglio|Jacó Armínio
intermediate,hard,Qual reformador escocês foi uma figura decisiva para o presbiterianismo?,John Knox,Menno Simons|John Knox|Philip Melanchthon
intermediate,hard,Qual colaborador de Lutero ficou conhecido como importante sistematizador da Reforma luterana?,Philip Melanchthon,George Whitefield|Philip Melanchthon|William Carey
intermediate,hard,Qual confissão de 1530 é documento central do luteranismo?,Confissão de Augsburgo,Confissão Belga|Confissão de Westminster|Confissão de Augsburgo
intermediate,hard,Qual confissão reformada foi produzida pela Assembleia de Westminster?,Confissão de Fé de Westminster,Confissão de Fé de Westminster|Declaração de Barmen|Confissão de Augsburgo
intermediate,hard,Qual catecismo reformado inicia com a pergunta sobre o único conforto na vida e na morte?,Catecismo de Heidelberg,Catecismo Romano|Catecismo Menor de Lutero|Catecismo de Heidelberg
intermediate,hard,Qual documento reformado responde aos cinco pontos dos Remonstrantes?,Cânones de Dort,Credo Atanasiano|Declaração de Lausanne|Cânones de Dort
intermediate,hard,Qual teólogo está associado ao arminianismo clássico?,Jacó Armínio,Jacó Armínio|Martinho Bucer|João Calvino
intermediate,hard,Qual grupo protestante enfatizava o batismo de crentes e foi perseguido por católicos e protestantes magisteriais?,anabatistas,jansenistas|anabatistas|jesuítas
intermediate,hard,Qual líder anabatista é associado à tradição menonita?,Menno Simons,Menno Simons|Balthasar Hubmaier|John Wesley
intermediate,hard,Qual expressão resume um princípio reformador sobre a autoridade final da Escritura?,Sola Scriptura,Sola Scriptura|Via Media|Ex opere operato
intermediate,hard,"Qual dos “solas” enfatiza que a salvação é recebida pela fé, não por mérito humano?",Sola fide,Sola fide|Solus Christus|Soli Deo Gloria
intermediate,hard,Qual dos “solas” enfatiza que Cristo é o único mediador e fundamento da salvação?,Solus Christus,Sola Scriptura|Sola gratia|Solus Christus
intermediate,hard,Qual dos “solas” enfatiza que a salvação é dom gratuito de Deus?,Sola gratia,Soli Deo Gloria|Sola gratia|Sola fide
intermediate,hard,Qual dos “solas” afirma que toda glória pertence somente a Deus?,Soli Deo Gloria,Soli Deo Gloria|Sola Scriptura|Solus Christus
intermediate,hard,"Qual movimento católico surgiu como resposta reformadora e missionária no século XVI, ligado a Inácio de Loyola?",Companhia de Jesus,Pietismo|Puritanismo|Companhia de Jesus
intermediate,hard,Qual concílio católico reafirmou doutrinas romanas e respondeu à Reforma?,Concílio de Trento,Concílio de Trento|Concílio de Dort|Concílio de Niceia
intermediate,hard,Qual reforma inglesa foi consolidada de modo duradouro no reinado de Elizabeth I?,a Reforma Anglicana,a Reforma Anglicana|a Reforma Radical|a Reforma Genebrina
intermediate,hard,Qual documento litúrgico é central para a tradição anglicana?,Livro de Oração Comum,Institutas|Livro de Oração Comum|Catecismo de Heidelberg
intermediate,hard,Qual arcebispo de Cantuária foi importante na formulação do Livro de Oração Comum?,Thomas Cranmer,George Fox|Thomas Cranmer|John Owen
intermediate,hard,Qual movimento inglês buscava purificar a igreja de práticas consideradas remanescentes do catolicismo romano?,puritanismo,metodismo|puritanismo|pietismo
intermediate,hard,Qual teólogo puritano escreveu A Morte da Morte na Morte de Cristo?,John Owen,John Owen|Richard Baxter|Jonathan Edwards
intermediate,hard,Qual pastor puritano escreveu O Peregrino?,John Bunyan,John Knox|John Wycliffe|John Bunyan
intermediate,hard,Qual teólogo inglês anterior à Reforma é conhecido por defender a tradução da Bíblia e criticar abusos da igreja?,John Wycliffe,John Wycliffe|John Stott|John Wesley
intermediate,hard,Qual reformador boêmio foi executado antes da Reforma Protestante e influenciou movimentos posteriores?,Jan Hus,Francisco de Assis|Jacó Armínio|Jan Hus
intermediate,hard,"Qual movimento enfatizou piedade prática, pequenos grupos e renovação espiritual dentro do luteranismo?",pietismo,pietismo|deísmo|escolasticismo
intermediate,hard,Qual líder é frequentemente associado ao início do metodismo?,John Wesley,John Calvin|John Wesley|John Chrysostom
intermediate,hard,Qual pregador avivalista do século XVIII é associado ao Grande Despertamento e à pregação ao ar livre?,George Whitefield,George Whitefield|Karl Barth|N. T. Wright
intermediate,hard,Qual teólogo norte-americano pregou “Pecadores nas mãos de um Deus irado”?,Jonathan Edwards,Jonathan Edwards|Charles Spurgeon|Billy Graham
intermediate,hard,Qual movimento do século XVIII é conhecido como Primeiro Grande Despertamento?,um avivamento protestante na Grã-Bretanha e nas colônias americanas,um avivamento protestante na Grã-Bretanha e nas colônias americanas|uma reforma litúrgica do Concílio de Trento|um movimento monástico no deserto egípcio
intermediate,hard,Quem é frequentemente chamado de “pai das missões modernas”?,William Carey,William Carey|David Livingstone|Hudson Taylor
intermediate,hard,Qual missionário fundou a China Inland Mission?,Hudson Taylor,Hudson Taylor|William Tyndale|John Eliot
intermediate,hard,Qual missionário é associado à tradução da Bíblia para povos indígenas na América do Norte e chamado de “apóstolo dos índios”?,John Eliot,Jim Elliot|John Eliot|David Brainerd
intermediate,hard,"Qual missionário e explorador ficou associado à África e à frase sobre levar cristianismo, comércio e civilização?",David Livingstone,Samuel Zwemer|Adoniram Judson|David Livingstone
intermediate,hard,Qual missionário norte-americano trabalhou na Birmânia e é conhecido por tradução bíblica?,Adoniram Judson,Adoniram Judson|Charles Finney|John Piper
intermediate,hard,Qual missionário foi morto no Equador com outros missionários em 1956?,Jim Elliot,Billy Sunday|Jim Elliot|A. W. Tozer
intermediate,hard,Qual frase de Jim Elliot é famosa por afirmar que não é tolo dar o que não se pode reter para ganhar o que não se pode perder?,uma reflexão sobre entrega e valor eterno,uma reflexão sobre entrega e valor eterno|uma defesa da prosperidade material|uma crítica à tradução bíblica
intermediate,hard,Qual movimento missionário estudantil popularizou o lema de evangelizar o mundo nesta geração?,Student Volunteer Movement,Igreja Confessante|Student Volunteer Movement|Movimento de Oxford
intermediate,hard,Qual conferência de 1910 é frequentemente lembrada como marco do movimento missionário moderno?,Edimburgo 1910,Edimburgo 1910|Dort 1618|Lausanne 1974
intermediate,hard,Qual congresso evangélico de 1974 produziu o Pacto de Lausanne?,Congresso de Lausanne,Sínodo de Dort|Concílio de Trento|Congresso de Lausanne
intermediate,hard,Qual líder evangélico é fortemente associado ao Congresso de Lausanne e à evangelização mundial?,Billy Graham,Billy Graham|Tomás de Aquino|Bento de Núrsia
intermediate,hard,Qual teólogo anglicano escreveu Cristianismo Básico e foi importante em Lausanne?,John Stott,John Stott|Friedrich Schleiermacher|Karl Rahner
intermediate,hard,Qual tradição cristã surgiu do ministério de John Wesley e da renovação metodista?,metodismo,luteranismo|metodismo|presbiterianismo
intermediate,hard,Qual movimento pentecostal do início do século XX ficou associado à Rua Azusa?,avivamento pentecostal moderno,avivamento pentecostal moderno|Reforma Radical|puritanismo inglês
intermediate,hard,Qual pregador é associado à liderança do avivamento da Rua Azusa?,William J. Seymour,George Müller|William J. Seymour|Martyn Lloyd-Jones
intermediate,hard,Qual movimento do século XIX enfatizou a santidade cristã e influenciou o pentecostalismo?,movimento de santidade,iconoclasmo|movimento de santidade|jansenismo
intermediate,hard,A frase “fé procurando entendimento” é tradicionalmente associada a:,Anselmo de Cantuária,Anselmo de Cantuária|João Wesley|Friedrich Nietzsche
intermediate,hard,A expressão de que o coração humano é uma “fábrica de ídolos” é geralmente associada a:,João Calvino,Tomás de Aquino|C. S. Lewis|João Calvino
intermediate,hard,A frase “o mundo é minha paróquia” é associada principalmente a:,John Wesley,John Wesley|Martinho Lutero|Karl Barth
intermediate,hard,A expressão “graça barata” é fortemente associada à crítica de qual teólogo?,Dietrich Bonhoeffer,Agostinho|George Whitefield|Dietrich Bonhoeffer
intermediate,hard,Qual teólogo escreveu O Custo do Discipulado?,Dietrich Bonhoeffer,João Calvino|R. C. Sproul|Dietrich Bonhoeffer
intermediate,hard,Qual teólogo suíço escreveu a monumental Dogmática da Igreja?,Karl Barth,John Stott|Jonathan Edwards|Karl Barth
intermediate,hard,Qual obra de C. S. Lewis apresenta uma defesa acessível da fé cristã a partir de palestras de rádio?,Mero Cristianismo,Institutas|Mero Cristianismo|A Cidade de Deus
intermediate,hard,Qual autor escreveu As Crônicas de Nárnia e também obras apologéticas cristãs?,C. S. Lewis,C. S. Lewis|Francis Schaeffer|J. I. Packer
intermediate,hard,Qual teólogo evangélico escreveu O Conhecimento de Deus?,J. I. Packer,Karl Barth|J. I. Packer|Thomas Cranmer
intermediate,hard,Qual pastor inglês ficou conhecido como “Príncipe dos Pregadores”?,Charles Spurgeon,Charles Spurgeon|John Wesley|John Knox
intermediate,hard,Qual pastor e médico galês foi conhecido por sua pregação expositiva na Capela de Westminster?,Martyn Lloyd-Jones,Martyn Lloyd-Jones|John Bunyan|Billy Graham
intermediate,hard,Qual evangelista ficou mundialmente conhecido por grandes cruzadas evangelísticas no século XX?,Billy Graham,Bento de Núrsia|John Owen|Billy Graham
intermediate,hard,Qual escritor cristão escreveu Ortodoxia e O Homem Eterno?,G. K. Chesterton,Rudolf Bultmann|G. K. Chesterton|Tomás Cranmer
intermediate,hard,Qual teólogo alemão é associado à desmitologização no século XX?,Rudolf Bultmann,John Stott|Atanásio|Rudolf Bultmann
intermediate,hard,Qual teólogo reformado contemporâneo é conhecido pelo ministério Ligonier e pela ênfase na santidade de Deus?,R. C. Sproul,N. T. Wright|Karl Rahner|R. C. Sproul
intermediate,hard,Qual teólogo/pastor é conhecido pela frase “Deus é mais glorificado em nós quando estamos mais satisfeitos nele”?,John Piper,John Piper|John Wesley|John Chrysostom
intermediate,hard,Qual teólogo anglicano escreveu A Cruz de Cristo?,John Stott,Jonathan Edwards|Ulrich Zuínglio|John Stott
intermediate,hard,"Qual teólogo britânico é conhecido por estudos sobre Paulo, Jesus e o “novo mundo de Deus” inaugurado na ressurreição?",N. T. Wright,Anselmo|John Owen|N. T. Wright
intermediate,hard,Qual teólogo é associado ao conceito de “missão integral” no contexto latino-americano evangélico?,René Padilla,Pelágio|Marcião|René Padilla
intermediate,hard,Qual teólogo latino-americano também é associado à missão integral e à Fraternidade Teológica Latino-Americana?,Samuel Escobar,Samuel Escobar|Gregório de Nissa|John Knox
intermediate,hard,Qual autor cristão escreveu A Cruz de Cristo e foi importante no Pacto de Lausanne?,John Stott,John Stott|Blaise Pascal|Francis Schaeffer
intermediate,hard,Qual teólogo escreveu A Instituição da Religião Cristã?,João Calvino,João Calvino|Martinho Lutero|Thomas Cranmer
intermediate,hard,Qual reformador traduziu o Novo Testamento para o alemão a partir do grego durante seu período no Castelo de Wartburg?,Martinho Lutero,John Knox|João Calvino|Martinho Lutero
intermediate,hard,Qual tradutor inglês foi executado e é lembrado por seu trabalho na tradução da Bíblia para o inglês?,William Tyndale,William Tyndale|J. C. Ryle|George Müller
intermediate,hard,Qual pastor anglicano do século XIX escreveu Santidade e é frequentemente associado à tradição evangélica inglesa?,J. C. Ryle,Tomás de Aquino|Karl Barth|J. C. Ryle
intermediate,hard,"Qual escritor puritano escreveu O Cristão em Viagem, conhecido em português como O Peregrino?",John Bunyan,John Bunyan|George Whitefield|Rudolf Bultmann
intermediate,hard,Qual teólogo puritano é associado à obra A Mortificação do Pecado?,John Owen,C. S. Lewis|John Owen|John Stott
intermediate,hard,Qual pastor e escritor do século XX escreveu O Conhecimento do Santo?,A. W. Tozer,A. W. Tozer|João Crisóstomo|N. T. Wright
intermediate,hard,Qual escritor cristão é conhecido por O Deus que Intervém e por atuação em L'Abri?,Francis Schaeffer,Ulrich Zuínglio|Agostinho|Francis Schaeffer
intermediate,hard,"Qual teólogo é conhecido por Cristianismo e Liberalismo, obra crítica ao liberalismo teológico?",J. Gresham Machen,Atanásio|John Wesley|J. Gresham Machen
intermediate,hard,Qual teólogo reformado de Princeton escreveu Teologia Sistemática em três volumes no século XIX?,Charles Hodge,Charles Hodge|Inácio de Antioquia|Billy Graham
intermediate,hard,Qual teólogo reformado holandês escreveu Dogmática Reformada?,Herman Bavinck,Rudolf Bultmann|Herman Bavinck|Francisco de Assis
intermediate,hard,"Qual líder holandês foi teólogo, político e associado à frase sobre Cristo reivindicar cada centímetro da criação?",Abraham Kuyper,John Knox|Pelágio|Abraham Kuyper
intermediate,hard,Qual teólogo alemão é associado à Declaração de Barmen contra a influência nazista sobre a igreja?,Karl Barth,George Whitefield|Martinho Bucer|Karl Barth
intermediate,hard,Qual pastor alemão participou da resistência ao nazismo e foi executado em 1945?,Dietrich Bonhoeffer,Bento de Núrsia|Dietrich Bonhoeffer|William Carey
intermediate,hard,"Qual escritor cristão antigo disse de forma clássica: “fizeste-nos para ti, e inquieto está o nosso coração...”?",Agostinho,Irineu|Agostinho|Tertuliano
intermediate,hard,Qual frase curta é associada a Agostinho e resume uma ética orientada pelo amor?,Ama e faze o que quiseres,"Aqui estou, não posso fazer outra coisa|O mundo é minha paróquia|Ama e faze o que quiseres"
intermediate,hard,A frase “Aqui estou – não posso fazer outra coisa” é associada a qual reformador?,Martinho Lutero,Martinho Lutero|John Wesley|João Calvino
intermediate,hard,A ideia de que a justificação é o artigo pelo qual a igreja fica de pé ou cai é associada principalmente à tradição de:,Martinho Lutero e a Reforma,Martinho Lutero e a Reforma|Pelágio e o ascetismo|Marcião e o gnosticismo
intermediate,hard,Qual frase é mais ligada à teologia reformada sobre a vida inteira diante de Deus?,Coram Deo,Cogito ergo sum|Coram Deo|Ex nihilo nihil fit
intermediate,hard,Qual expressão latina significa “somente a Escritura”?,Sola Scriptura,Semper Reformanda|Soli Deo Gloria|Sola Scriptura
intermediate,hard,Qual expressão reformada significa que a igreja deve estar sempre sendo reformada segundo a Palavra de Deus?,"Ecclesia reformata, semper reformanda","Lex orandi, lex credendi|Ecclesia reformata, semper reformanda|Extra ecclesiam nulla salus"
intermediate,hard,Qual expressão latina significa “a Deus somente a glória”?,Soli Deo Gloria,Soli Deo Gloria|Sola fide|Sola gratia
intermediate,hard,"Qual teólogo é conhecido por formular “não compreender para crer, mas crer para compreender”?",Anselmo,Rousseau|Anselmo|Nietzsche
intermediate,hard,Qual autor escreveu Cristianismo Básico e Por Que Sou Cristão?,John Stott,John Stott|John Wycliffe|John Owen
intermediate,hard,Qual escritor cristão é famoso por Cartas de um Diabo a seu Aprendiz?,C. S. Lewis,C. S. Lewis|Karl Barth|J. I. Packer
intermediate,hard,Qual teólogo é associado à expressão “Deus é totalmente outro” no contexto da teologia dialética?,Karl Barth,Tomás de Aquino|Karl Barth|J. C. Ryle
intermediate,hard,Qual teólogo protestante liberal é conhecido por definir religião como sentimento de dependência absoluta?,Friedrich Schleiermacher,George Müller|Friedrich Schleiermacher|João Calvino
intermediate,hard,Qual pastor ficou conhecido por cuidar de órfãos em Bristol e pela ênfase na oração confiante?,George Müller,George Müller|Tomás de Aquino|Billy Sunday
intermediate,hard,"Qual pastor presbiteriano moderno é conhecido por integrar apologética, cultura urbana e evangelho em sua pregação?",Tim Keller,Cipriano|Tim Keller|Marcião
intermediate,hard,Qual teólogo/pastor é associado ao livro Igreja Centrada?,Tim Keller,Tim Keller|Justino Mártir|Tertuliano
